Nam,Tinh,SBD_New,Toan,NguVan,VatLy,HoaHoc,SinhHoc,LichSu,DiaLy,GDCD,NgoaiNgu,MaMonNgoaiNgu,TongDiem,KhoiA,KhoiA1,KhoiB,KhoiC,KhoiD
23,64,5182,4.8,6.25,,,,5.0,5.75,8.75,3.2,N1,33.75,,,,17.0,14.25
17,40,22227,7.8,6.75,,,,9.5,9.75,,,,,,,,26.0,
17,37,15366,5.2,6.0,,,,4.5,6.5,7.75,4.2,,34.15,,,,17.0,15.4
24,21,12494,7.2,7.0,7.25,8.5,6.25,,,,3.4,N1,39.6,22.95,17.85,21.95,,17.6
24,34,5271,7.6,7.0,4.75,8.0,8.75,,,,7.2,N1,43.3,20.35,19.55,24.35,,21.8
19,34,12645,5.6,5.75,,,,2.5,5.75,6.5,3.8,N1,29.9,,,,14.0,15.15
23,4,641,6.6,5.75,,,,5.25,6.25,8.0,4.2,N1,36.05,,,,17.25,16.55
20,37,5151,6.4,5.75,,,,2.25,5.75,8.25,3.6,N1,32.0,,,,13.75,15.75
24,16,8105,6.2,8.5,,,,5.5,4.75,,,,,,,,18.75,
19,56,757,7.2,7.25,6.5,6.0,5.0,,,,5.2,N1,37.15,19.7,18.9,18.2,,19.65
18,11,1096,5.2,7.5,,,,5.5,5.25,7.5,4.2,,35.15,,,,18.25,16.9
22,1,4977,8.0,6.0,4.0,7.75,3.0,,,,8.8,,37.55,19.75,20.8,18.75,,22.8
21,33,9745,4.2,6.0,,,,3.25,5.5,5.25,3.8,,28.0,,,,14.75,14.0
17,5,1243,2.4,6.5,,,,5.5,7.25,7.75,2.8,,32.2,,,,19.25,11.7
24,1,51460,7.4,8.25,,,,6.75,6.0,7.5,5.6,N1,41.5,,,,21.0,21.25
21,53,15162,6.6,6.0,5.0,3.25,5.25,,,,4.0,,30.1,14.85,15.6,15.1,,16.6
17,28,18177,7.8,6.0,5.25,6.25,3.25,,,,3.0,,31.55,19.3,16.05,17.3,,16.8
22,2,26577,8.2,6.5,8.5,8.5,5.25,,,,5.4,,42.35,25.2,22.1,21.95,,20.1
20,33,6638,7.6,8.25,,,,5.75,5.5,8.25,5.8,N1,41.15,,,,19.5,21.65
24,25,6375,6.8,9.0,5.75,5.25,4.5,,,,4.4,N1,35.7,17.8,16.95,16.55,,20.2
22,28,7610,4.6,5.25,,,,8.25,8.0,9.25,2.0,,37.35,,,,21.5,11.85
17,63,1550,3.0,4.25,,,,6.75,7.25,8.25,3.4,,32.9,,,,18.25,10.65
22,57,2524,7.2,6.5,6.5,7.25,4.5,,,,5.8,,37.75,20.95,19.5,18.95,,19.5
20,52,10773,8.2,6.25,,,,6.0,7.75,8.0,5.0,N1,41.2,,,,20.0,19.45
22,44,7416,8.2,7.25,8.5,6.5,7.0,,,,6.8,,44.25,23.2,23.5,21.7,,22.25
21,37,1387,3.2,5.75,,,,1.5,5.5,9.5,3.8,,29.25,,,,12.75,12.75
17,29,21124,7.4,5.75,7.5,7.25,3.5,,,,3.6,,35.0,22.15,18.5,18.15,,16.75
22,59,7921,4.6,6.75,,,,5.0,5.25,8.25,4.6,,34.45,,,,17.0,15.95
20,21,14262,5.8,6.25,,,,5.25,7.5,8.75,3.6,N1,37.15,,,,19.0,15.65
22,59,4278,9.2,8.75,8.25,8.25,6.75,,,,7.4,,48.6,25.7,24.85,24.2,,25.35
18,8,2498,7.0,4.75,3.75,5.5,4.25,,,,4.0,,29.25,16.25,14.75,16.75,,15.75
21,1,38555,8.2,7.75,7.0,3.0,4.25,,,,4.2,,34.4,18.2,19.4,15.45,,20.15
17,1,5216,7.2,6.0,7.25,5.5,6.25,,,,4.2,,36.4,19.95,18.65,18.95,,17.4
23,1,72045,6.2,7.25,,,,7.25,5.75,7.75,3.6,N1,37.8,,,,20.25,17.05
17,8,3532,2.2,5.5,,,,6.0,7.25,8.25,2.6,,31.8,,,,18.75,10.3
24,1,54805,7.2,8.0,,,,7.25,7.25,7.75,4.0,N1,41.45,,,,22.5,19.2
20,49,5718,8.4,9.0,6.25,7.25,6.75,,,,3.2,N1,40.85,21.9,17.85,22.4,,20.6
17,19,4904,3.4,5.0,,,,4.75,7.5,7.75,3.8,,32.2,,,,17.25,12.2
21,6,4601,3.4,4.25,,,,4.75,6.25,,,,,,,,15.25,
22,48,7147,6.4,6.75,5.75,3.75,3.0,,,,7.0,,32.65,15.9,19.15,13.15,,20.15
20,2,23809,7.2,6.25,,,,4.0,7.75,7.75,4.8,N1,37.75,,,,18.0,18.25
24,25,14556,6.6,7.0,,,,7.0,8.0,8.5,4.4,N1,41.5,,,,22.0,18.0
21,29,23306,6.2,8.0,,,,3.25,7.25,7.5,4.8,,37.0,,,,18.5,19.0
24,28,12520,3.6,5.5,,,,3.75,6.75,5.25,3.2,N1,28.05,,,,16.0,12.3
17,50,10066,4.6,4.75,,,,2.75,4.0,8.0,4.0,,28.1,,,,11.5,13.35
21,3,12799,7.8,6.75,,,,4.75,7.75,9.25,5.4,,41.7,,,,19.25,19.95
18,19,2264,3.4,6.75,,,,3.0,4.75,5.25,2.6,,25.75,,,,14.5,12.75
17,25,17418,7.2,6.25,6.75,5.5,4.75,,,,6.4,,36.85,19.45,20.35,17.45,,19.85
19,54,4434,6.4,5.75,,,,7.25,6.5,9.0,3.2,N1,38.1,,,,19.5,15.35
22,12,4291,7.2,7.5,,,,5.25,7.5,7.25,3.4,,38.1,,,,20.25,18.1
22,29,25634,4.8,5.75,,,,7.75,7.0,7.75,3.0,,36.05,,,,20.5,13.55
24,4,13368,1.6,4.25,,,,6.0,4.75,,,,,,,,15.0,
17,23,2706,2.4,4.5,,,,3.25,4.25,6.5,2.6,,23.5,,,,12.0,9.5
18,18,3254,4.4,3.5,,,,2.0,5.25,7.25,2.6,,25.0,,,,10.75,10.5
22,1,54595,7.8,7.0,,,,7.75,7.75,9.5,8.2,,48.0,,,,22.5,23.0
20,29,3673,8.0,7.25,6.75,5.0,4.0,,,,6.2,N1,37.2,19.75,20.95,17.0,,21.45
20,55,1378,6.0,6.5,,,,3.5,5.5,7.75,2.8,N1,32.05,,,,15.5,15.3
23,29,8426,8.0,6.75,6.0,7.0,6.0,,,,3.2,N1,36.95,21.0,17.2,21.0,,17.95
21,37,10484,4.8,5.25,,,,3.5,6.5,8.25,4.8,,33.1,,,,15.25,14.85
21,50,14414,6.8,7.5,5.5,4.75,6.0,,,,7.8,,38.35,17.05,20.1,17.55,,22.1
17,2,28022,6.4,6.25,6.25,4.5,3.25,,,,7.0,,33.65,17.15,19.65,14.15,,19.65
19,12,1357,4.6,5.25,,,,3.75,5.25,8.5,3.4,N1,30.75,,,,14.25,13.25
23,28,14939,7.6,8.5,,,,6.25,8.25,9.25,3.6,N1,43.45,,,,23.0,19.7
23,46,1198,5.8,5.5,,,,7.0,7.25,,,,,,,,19.75,
22,16,9067,6.2,5.75,5.75,4.75,4.5,,,,4.2,,31.15,16.7,16.15,15.45,,16.15
20,2,47797,7.4,5.25,5.75,8.75,5.0,,,,4.6,N1,36.75,21.9,17.75,21.15,,17.25
24,1,29001,6.2,8.25,,,,4.5,5.75,6.5,3.4,N1,34.6,,,,18.5,17.85
17,62,1775,5.6,6.0,4.75,4.5,4.0,,,,2.6,,27.45,14.85,12.95,14.1,,14.2
18,40,17024,6.6,5.5,6.75,6.75,6.0,,,,3.8,,35.4,20.1,17.15,19.35,,15.9
21,3,6166,8.8,5.0,6.75,6.0,6.25,,,,9.2,,42.0,21.55,24.75,21.05,,23.0
21,1,53543,5.6,6.75,,,,6.5,7.25,6.5,3.8,,36.4,,,,20.5,16.15
18,48,21152,2.4,4.0,,,,3.0,4.75,,,,,,,,11.75,
17,33,10734,6.2,4.75,,,,3.5,5.75,7.75,3.2,,31.15,,,,14.0,14.15
18,18,6410,1.4,4.75,,,,3.5,6.25,,,,,,,,14.5,
21,55,381,6.6,6.0,,,,6.0,6.75,8.25,6.6,,40.2,,,,18.75,19.2
24,37,17381,6.0,7.75,,,,8.0,8.0,9.5,4.2,N1,43.45,,,,23.75,17.95
19,2,10294,5.6,5.75,,,,5.75,5.5,8.75,4.4,,35.75,,,,17.0,15.8
17,28,19266,3.8,4.25,,,,2.5,5.25,7.25,2.0,,25.05,,,,12.0,10.05
23,37,14328,6.8,3.25,,,,4.0,5.25,7.5,4.2,N1,31.0,,,,12.5,14.25
19,1,74078,5.4,6.75,,,,6.75,6.0,6.25,4.2,N1,35.35,,,,19.5,16.35
17,10,4061,7.6,8.25,,,,6.5,8.5,9.25,8.0,,48.1,,,,23.25,23.85
17,1,49075,7.4,6.5,6.75,6.0,4.25,,,,3.2,,34.1,20.15,17.35,17.65,,17.1
17,35,8248,6.2,7.25,6.0,6.25,7.25,,,,5.6,,38.55,18.45,17.8,19.7,,19.05
21,1,58116,8.0,7.5,7.5,7.25,3.0,,,,5.2,,38.45,22.75,20.7,18.25,,20.7
23,48,31880,5.0,4.0,,,,5.25,7.75,,,,,,,,17.0,
24,52,10657,8.4,8.0,7.75,8.75,7.0,,,,8.2,N1,48.1,24.9,24.35,24.15,,24.6
23,29,17072,8.4,8.0,8.75,8.5,4.25,,,,3.2,N1,41.1,25.65,20.35,21.15,,19.6
24,32,5625,5.0,8.25,,,,6.0,6.5,8.5,6.0,N1,40.25,,,,20.75,19.25
17,1,35418,6.6,4.25,7.25,3.5,3.0,2.75,4.75,7.25,5.2,,30.8,17.35,19.05,13.1,11.75,16.05
21,1,16632,7.0,5.75,,,,7.5,7.25,9.0,8.4,,44.9,,,,20.5,21.15
22,2,40808,7.8,7.5,8.0,6.0,3.0,,,,9.0,,41.3,21.8,24.8,16.8,,24.3
24,51,8123,7.4,8.0,7.75,8.0,7.25,,,,6.4,N1,44.8,23.15,21.55,22.65,,21.8
20,44,10333,7.8,7.5,,,,7.5,6.25,8.25,5.4,N1,42.7,,,,21.25,20.7
21,28,37561,7.2,6.25,5.0,4.5,4.25,,,,3.8,,31.0,16.7,16.0,15.95,,17.25
24,18,20092,8.4,8.0,8.5,5.0,6.5,,,,8.4,N1,44.8,21.9,25.3,19.9,,24.8
22,37,9051,8.0,6.5,5.0,4.25,3.5,,,,5.4,,32.65,17.25,18.4,15.75,,19.9
20,3,5311,8.4,5.0,8.5,8.75,3.5,,,,5.2,N1,39.35,25.65,22.1,20.65,,18.6
24,2,60325,3.6,3.75,,,,3.0,7.5,3.75,2.4,N1,24.0,,,,14.25,9.75
24,3,19493,7.6,7.75,7.5,6.75,7.0,,,,4.6,N1,41.2,21.85,19.7,21.35,,19.95
17,41,6593,3.2,3.75,,,,3.25,4.75,6.75,1.8,,23.5,,,,11.75,8.75
23,2,51228,6.6,6.75,,,,5.25,5.75,9.25,7.0,N1,40.6,,,,17.75,20.35
22,16,4475,8.6,8.5,8.0,8.25,5.25,,,,6.6,,45.2,24.85,23.2,22.1,,23.7
22,57,7520,7.2,6.5,,,,9.0,8.5,8.5,7.0,,46.7,,,,24.0,20.7
20,47,1578,4.8,5.5,,,,3.5,7.25,8.25,3.4,N1,32.7,,,,16.25,13.7
17,33,12705,4.0,4.25,,,,5.25,6.5,7.75,2.8,,30.55,,,,16.0,11.05
21,22,4404,6.6,7.0,,,,4.25,6.0,7.25,3.0,,34.1,,,,17.25,16.6
21,56,9882,7.4,5.25,6.0,7.5,6.75,,,,5.6,,38.5,20.9,19.0,21.65,,18.25
23,54,3095,,6.5,,,,6.75,5.5,,,,,,,,18.75,
21,48,4748,4.8,4.25,,,,3.25,4.5,,,,,,,,12.0,
21,15,6649,8.8,6.5,6.0,6.75,5.0,,,,9.2,,42.25,21.55,24.0,20.55,,24.5
17,28,551,2.4,3.0,3.5,3.25,4.0,4.25,6.25,,,,16.15,9.15,,9.65,13.5,
24,41,1988,7.8,7.75,5.25,5.25,6.5,,,,6.2,N1,38.75,18.3,19.25,19.55,,21.75
18,1,54218,5.6,5.25,,,,4.25,6.75,6.75,2.0,,30.6,,,,16.25,12.85
22,38,3003,3.0,4.0,,,,4.75,6.0,7.5,4.8,,30.05,,,,14.75,11.8
22,24,1777,7.6,5.25,,,,9.0,7.25,9.5,4.0,,42.6,,,,21.5,16.85
24,21,18598,5.8,7.75,,,,4.25,7.75,,,,,,,,19.75,
23,41,5721,6.8,6.75,,,,,,,3.4,N1,,,,,,16.95
19,47,697,7.8,6.5,5.25,4.75,4.75,6.0,7.75,9.0,5.2,N1,42.25,17.8,18.25,17.3,20.25,19.5
17,21,15094,8.8,6.0,4.75,8.5,8.75,,,,5.8,,42.6,22.05,19.35,26.05,,20.6
24,16,11425,4.8,6.5,,,,6.5,7.25,,,,,,,,20.25,
18,1,36154,4.2,5.0,,,,6.5,7.0,7.0,2.6,,32.3,,,,18.5,11.8
24,12,14911,7.6,7.25,,,,6.75,7.0,8.0,2.8,N1,39.4,,,,21.0,17.65
23,56,7293,7.0,8.0,5.25,5.0,4.5,,,,4.8,N1,34.55,17.25,17.05,16.5,,19.8
24,10,4584,3.4,5.75,,,,4.75,7.0,8.5,2.8,N1,32.2,,,,17.5,11.95
21,9,5812,6.6,7.0,,,,5.25,7.75,9.75,4.4,,40.75,,,,20.0,18.0
17,2,31481,6.6,8.5,,,,4.5,7.0,7.75,8.8,,43.15,,,,20.0,23.9
20,46,7409,6.6,5.25,,,,6.25,7.25,8.0,5.8,N1,39.15,,,,18.75,17.65
24,19,7445,7.8,8.5,,,,5.25,7.5,8.0,3.8,N1,40.85,,,,21.25,20.1
22,17,6294,5.6,6.25,,,,8.5,8.5,8.0,6.0,,42.85,,,,23.25,17.85
24,48,21465,3.0,2.25,,,,4.5,5.75,,,,,,,,12.5,
21,4,10856,8.6,6.25,7.75,8.25,7.0,,,,8.8,,46.65,24.6,25.15,23.85,,23.65
21,27,5406,3.8,6.5,,,,2.5,7.0,8.5,3.4,,31.7,,,,16.0,13.7
24,2,75628,7.6,7.5,7.5,5.75,6.75,,,,7.8,N1,42.9,20.85,22.9,20.1,,22.9
17,55,6015,3.4,5.75,2.0,4.5,4.0,4.5,5.0,8.0,5.6,,32.25,9.9,11.0,11.9,15.25,14.75
18,15,7837,6.8,6.75,6.25,3.0,2.0,,,,6.2,,31.0,16.05,19.25,11.8,,19.75
18,49,10022,5.2,5.5,3.5,3.25,4.5,2.75,4.25,4.25,2.6,,24.55,11.95,11.3,12.95,12.5,13.3
21,1,55516,9.0,6.75,8.5,6.25,4.75,,,,9.4,,44.65,23.75,26.9,20.0,,25.15
20,15,4697,7.8,7.0,,,,6.5,7.5,9.25,4.6,N1,42.65,,,,21.0,19.4
20,35,267,5.0,5.0,,,,3.25,6.5,,,,,,,,14.75,
24,40,16862,7.2,6.75,2.5,7.5,7.5,,,,4.4,N1,35.85,17.2,14.1,22.2,,18.35
23,38,9922,8.2,7.25,9.0,6.75,6.75,,,,8.6,N1,46.55,23.95,25.8,21.7,,24.05
19,26,16832,4.4,7.75,,,,6.75,6.75,9.25,4.8,N1,39.7,,,,21.25,16.95
20,33,11026,8.0,8.0,,,,3.25,6.5,7.75,3.6,N1,37.1,,,,17.75,19.6
19,48,13844,3.8,2.75,,,,3.5,4.25,7.75,3.0,N1,25.05,,,,10.5,9.55
20,37,9948,2.8,4.0,,,,2.5,6.0,6.0,2.0,N1,23.3,,,,12.5,8.8
24,16,6550,7.2,9.5,,,,9.5,9.0,9.5,7.2,N1,51.9,,,,28.0,23.9
24,14,8926,6.2,7.25,6.5,6.0,7.25,,,,4.2,N1,37.4,18.7,16.9,19.45,,17.65
18,53,2733,6.0,5.0,6.0,4.75,3.75,,,,4.2,,29.7,16.75,16.2,14.5,,15.2
24,44,2860,8.8,7.0,9.75,5.75,7.75,,,,9.2,N1,48.25,24.3,27.75,22.3,,25.0
21,1,70143,4.0,4.0,,,,3.25,5.0,4.75,3.0,,24.0,,,,12.25,11.0
24,62,6015,4.4,7.5,,,,4.5,7.25,6.75,4.0,N1,34.4,,,,19.25,15.9
23,17,7981,5.4,7.25,,,,6.25,6.75,,,,,,,,20.25,
18,37,8741,2.6,5.5,,,,3.0,5.25,7.25,1.6,,25.2,,,,13.75,9.7
23,23,9620,6.2,8.5,,,,9.0,7.75,7.75,5.4,N1,44.6,,,,25.25,20.1
18,64,3594,3.8,5.75,,,,3.25,5.0,,,,,,,,14.0,
24,3,15186,8.0,9.25,,,,6.75,6.75,8.5,7.4,N1,46.65,,,,22.75,24.65
24,2,29391,6.4,7.5,,,,8.5,7.25,9.25,6.6,N1,45.5,,,,23.25,20.5
17,50,597,5.4,5.5,,,,7.5,8.25,9.5,3.2,,39.35,,,,21.25,14.1
19,17,13519,3.2,2.5,,,,4.75,4.0,,,,,,,,11.25,
18,1,40654,5.0,3.25,2.0,2.0,3.25,,,,3.6,,19.1,9.0,10.6,10.25,,11.85
18,16,7265,4.8,5.75,,,,3.75,5.0,6.5,7.2,,33.0,,,,14.5,17.75
24,21,9985,7.8,8.25,,,,8.0,9.25,8.75,6.6,N1,48.65,,,,25.5,22.65
18,54,12295,4.0,6.75,,,,3.5,4.75,6.25,3.8,,29.05,,,,15.0,14.55
20,14,60,6.4,6.25,5.25,4.75,4.75,,,,5.8,N1,33.2,16.4,17.45,15.9,,18.45
17,28,1426,4.8,6.0,,,,5.0,8.0,,,,,,,,19.0,
21,29,1363,3.4,3.25,,,,5.5,7.25,8.5,2.8,,30.7,,,,16.0,9.4
22,54,1658,2.8,7.0,,,,7.75,7.25,8.0,4.0,,36.8,,,,22.0,13.8
24,38,2549,8.0,9.25,,,,7.0,6.75,9.0,8.2,N1,48.2,,,,23.0,25.45
24,2,36166,8.2,6.5,8.0,6.25,5.75,,,,8.8,N1,43.5,22.45,25.0,20.2,,23.5
17,30,6508,3.4,7.5,,,,4.75,7.25,,,,,,,,19.5,
19,35,7494,6.0,7.5,4.0,6.25,3.5,,,,4.6,N1,31.85,16.25,14.6,15.75,,18.1
21,28,27035,7.8,8.0,,,,4.25,8.75,9.25,8.6,,46.65,,,,21.0,24.4
17,6,4769,,6.75,,,,8.25,9.5,,,,,,,,24.5,
21,42,13840,5.0,7.0,,,,8.5,7.25,10.0,3.8,,41.55,,,,22.75,15.8
18,1,15797,6.4,4.25,8.0,6.75,5.0,,,,3.6,,34.0,21.15,18.0,18.15,,14.25
20,53,5582,6.8,6.5,2.5,7.25,3.75,,,,3.6,N1,30.4,16.55,12.9,17.8,,16.9
18,50,7138,4.6,3.5,,,,2.5,5.5,6.75,2.6,,25.45,,,,11.5,10.7
19,1,8546,8.0,7.75,,,,3.5,5.75,6.0,8.2,N1,39.2,,,,17.0,23.95
22,42,6834,7.2,4.25,6.0,6.5,4.75,,,,7.6,,36.3,19.7,20.8,18.45,,19.05
20,1,23384,6.4,8.0,,,,4.75,7.5,8.25,5.4,N1,40.3,,,,20.25,19.8
19,54,8019,3.2,6.25,,,,3.5,4.0,6.75,3.2,N1,26.9,,,,13.75,12.65
18,29,22448,3.0,3.75,,,,2.5,4.75,6.75,2.6,,23.35,,,,11.0,9.35
21,2,36994,5.8,8.0,,,,5.25,8.0,9.5,6.0,,42.55,,,,21.25,19.8
21,18,8333,4.8,6.75,,,,3.75,6.75,,,,,,,,17.25,
22,16,10517,7.2,7.5,,,,2.25,7.75,7.0,2.8,,34.5,,,,17.5,17.5
17,15,8585,6.0,5.25,,,,6.75,8.5,9.5,3.6,,39.6,,,,20.5,14.85
23,1,91283,7.2,6.75,,,,7.25,6.75,8.0,3.6,N1,39.55,,,,20.75,17.55
23,28,29650,8.2,6.0,9.75,8.75,5.0,,,,4.6,N1,42.3,26.7,22.55,21.95,,18.8
23,29,19883,8.0,8.0,,,,9.25,6.75,9.0,4.0,N1,45.0,,,,24.0,20.0
23,59,6406,3.4,5.75,,,,3.75,4.25,6.75,2.8,N1,26.7,,,,13.75,11.95
20,17,6154,9.0,7.25,8.5,5.5,6.75,,,,9.4,N1,46.4,23.0,26.9,21.25,,25.65
17,25,8582,5.4,7.25,,,,3.75,6.0,8.25,5.2,,35.85,,,,17.0,17.85
21,29,9284,4.8,5.75,,,,2.5,6.75,8.25,4.8,,32.85,,,,15.0,15.4
18,1,15137,6.0,4.75,,,,3.0,3.25,5.5,3.8,,26.3,,,,11.0,14.55
22,37,14712,6.8,7.0,,,,7.5,6.5,8.25,4.8,,40.85,,,,21.0,18.6
17,16,7939,5.4,7.0,,,,9.0,8.25,8.75,3.6,,42.0,,,,24.25,16.0
22,1,87469,6.4,8.0,,,,6.25,7.75,8.25,5.2,,41.85,,,,22.0,19.6
18,19,8493,7.2,8.0,,,,3.5,7.0,9.25,4.0,,38.95,,,,18.5,19.2
23,35,6888,,5.75,,,,7.75,5.5,,,,,,,,19.0,
21,43,6668,7.8,7.0,5.5,7.0,5.25,,,,3.2,,35.75,20.3,16.5,20.05,,18.0
18,54,12132,5.6,6.75,5.75,3.75,4.75,,,,4.0,,30.6,15.1,15.35,14.1,,16.35
23,41,1813,7.6,8.25,5.25,7.75,7.75,,,,8.2,N1,44.8,20.6,21.05,23.1,,24.05
23,46,1464,5.2,8.0,,,,5.5,5.5,8.0,5.4,N1,37.6,,,,19.0,18.6
23,41,10005,5.6,5.75,,,,4.0,5.25,,,,,,,,15.0,
22,28,31006,5.6,8.5,,,,5.0,6.25,8.75,4.6,,38.7,,,,19.75,18.7
20,35,1210,7.4,7.5,,,,3.75,6.75,7.25,4.4,N1,37.05,,,,18.0,19.3
19,35,3395,3.0,4.0,2.75,2.0,2.75,3.0,7.0,5.25,2.8,N1,25.05,7.75,8.55,7.75,14.0,9.8
23,28,29185,5.0,6.0,,,,5.0,5.75,8.5,3.4,N1,33.65,,,,16.75,14.4
24,48,9075,5.4,4.75,,,,3.5,6.0,,,,,,,,14.25,
21,2,28497,5.4,6.25,4.25,4.5,4.25,,,,4.8,,29.45,14.15,14.45,14.15,,16.45
17,1,38870,4.2,6.75,,,,2.0,6.0,7.5,3.6,,30.05,,,,14.75,14.55
19,49,8070,5.2,4.0,3.5,4.5,3.25,,,,4.2,N1,24.65,13.2,12.9,12.95,,13.4
18,11,1175,5.6,7.5,,,,,,,3.0,,,,,,,16.1
21,14,2465,4.0,5.75,,,,4.0,6.25,8.5,3.8,,32.3,,,,16.0,13.6
18,59,8549,2.4,3.5,,,,2.75,3.25,,,,,,,,9.5,
22,63,6297,7.0,7.25,6.0,6.25,4.0,,,,6.6,,37.1,19.25,19.6,17.25,,20.85
17,55,4110,2.2,6.75,,,,5.5,6.25,8.5,3.6,,32.8,,,,18.5,12.55
24,1,96512,5.2,7.75,,,,5.5,7.0,9.0,3.2,N1,37.65,,,,20.25,16.15
20,37,2820,7.2,5.5,,,,5.0,7.0,8.75,4.2,N1,37.65,,,,17.5,16.9
22,37,6426,8.6,6.75,8.25,8.25,5.25,,,,6.6,,43.7,25.1,23.45,22.1,,21.95
19,52,2542,6.4,6.75,5.75,6.5,4.5,,,,6.4,N1,36.3,18.65,18.55,17.4,,19.55
19,3,8199,8.0,5.5,7.25,4.25,5.0,,,,8.4,N1,38.4,19.5,23.65,17.25,,21.9
24,3,2862,5.8,8.25,,,,5.5,7.25,9.75,4.6,N1,41.15,,,,21.0,18.65
17,40,22224,8.6,,7.0,8.75,8.75,,,,,,,24.35,,26.1,,
19,22,8272,3.8,4.5,,,,6.0,7.5,7.0,2.2,N1,31.0,,,,18.0,10.5
23,21,18796,2.8,6.75,,,,4.25,7.0,7.5,3.8,N1,32.1,,,,18.0,13.35
24,29,15589,5.0,7.25,7.5,8.5,7.0,,,,5.2,N1,40.45,21.0,17.7,20.5,,17.45
24,1,91292,5.6,6.25,3.0,5.25,6.0,,,,3.8,N1,29.9,13.85,12.4,16.85,,15.65
24,28,32982,8.4,8.5,7.5,6.5,4.75,,,,5.4,N1,41.05,22.4,21.3,19.65,,22.3
23,61,6716,5.8,6.5,,,,7.75,7.0,8.25,2.6,N1,37.9,,,,21.25,14.9
19,1,53565,7.0,6.5,,,,7.5,6.0,8.25,2.4,N1,37.65,,,,20.0,15.9
18,51,3377,5.0,7.0,,,,6.75,7.75,9.25,5.0,,40.75,,,,21.5,17.0
18,29,21717,4.0,5.75,,,,4.5,6.0,7.25,3.0,,30.5,,,,16.25,12.75
19,51,7322,5.4,6.25,,,,3.75,6.5,6.75,3.4,N1,32.05,,,,16.5,15.05
17,2,40859,9.0,6.25,7.25,6.5,8.0,,,,8.6,,45.6,22.75,24.85,23.5,,23.85
20,52,6354,3.8,5.0,,,,4.0,6.5,,,,,,,,15.5,
21,13,4677,5.4,5.75,,,,3.25,7.0,9.0,8.2,,38.6,,,,16.0,19.4
22,25,9358,7.2,6.75,,,,6.5,8.5,8.5,2.4,,39.85,,,,21.75,16.35
19,29,32320,3.6,4.25,,,,3.25,5.25,8.75,3.0,N1,28.1,,,,12.75,10.85
24,1,26658,8.6,9.25,,,,9.0,8.5,9.75,8.4,N1,53.5,,,,26.75,26.25
18,30,1214,3.2,7.5,,,,2.25,5.0,5.75,2.0,,25.7,,,,14.75,12.7
22,14,7437,5.4,8.0,,,,8.0,8.25,8.75,4.6,,43.0,,,,24.25,18.0
23,15,15827,6.4,7.5,,,,8.5,7.25,9.25,4.4,N1,43.3,,,,23.25,18.3
20,26,2416,9.0,8.5,,,,6.5,6.75,8.0,5.8,N1,44.55,,,,21.75,23.3
23,1,2080,8.4,6.25,8.75,5.0,4.5,,,,9.0,N1,41.9,22.15,26.15,17.9,,23.65
18,28,21021,3.4,5.75,,,,4.0,7.0,8.25,4.2,,32.6,,,,16.75,13.35
21,2,56465,7.4,6.5,,,,4.5,6.5,6.75,8.4,,40.05,,,,17.5,22.3
23,29,17153,5.4,6.0,,,,6.75,7.0,8.5,3.0,N1,36.65,,,,19.75,14.4
22,44,10916,,7.5,,,,7.5,6.75,,,,,,,,21.75,
22,28,23144,4.6,8.0,,,,7.75,4.5,7.5,4.0,,36.35,,,,20.25,16.6
19,51,15703,5.4,5.25,,,,4.25,6.0,8.25,4.6,N1,33.75,,,,15.5,15.25
24,29,13117,7.6,9.25,,,,6.5,8.0,9.0,9.0,N1,49.35,,,,23.75,25.85
24,52,2479,8.4,9.0,6.75,8.5,8.5,,,,8.4,N1,49.55,23.65,23.55,25.4,,25.8
17,17,11214,5.4,3.5,3.5,3.75,5.0,,,,3.2,,24.35,12.65,12.1,14.15,,12.1
22,23,8009,4.4,7.25,,,,4.25,5.0,8.0,3.8,,32.7,,,,16.5,15.45
24,63,5988,6.0,7.0,,,,8.25,7.0,9.0,3.8,N1,41.05,,,,22.25,16.8
21,14,10244,2.2,3.75,,,,3.0,5.25,6.25,4.8,,25.25,,,,12.0,10.8
21,2,35287,8.4,6.5,5.75,5.25,3.25,,,,8.8,,37.95,19.4,22.95,16.9,,23.7
17,23,1144,4.0,6.0,,,,3.75,5.25,7.5,1.6,,28.1,,,,15.0,11.6
21,26,7511,7.6,7.25,,,,7.0,9.0,9.5,5.0,,45.35,,,,23.25,19.85
22,44,1674,6.6,8.25,,,,8.25,8.0,9.25,6.0,,46.35,,,,24.5,20.85
17,61,5765,4.8,7.5,,,,4.75,8.0,7.75,4.4,,37.2,,,,20.25,16.7
18,57,5403,6.2,7.0,,,,4.25,6.0,8.0,3.8,,35.25,,,,17.25,17.0
24,1,13939,3.4,8.5,,,,7.25,7.5,,,,,,,,23.25,
18,21,19167,5.8,6.0,,,,3.75,7.25,9.25,2.8,,34.85,,,,17.0,14.6
20,40,10565,5.2,5.5,,,,4.0,5.75,5.75,3.2,N1,29.4,,,,15.25,13.9
19,46,876,3.6,6.0,,,,4.0,6.0,7.0,5.6,N1,32.2,,,,16.0,15.2
21,25,4426,7.0,7.25,,,,5.5,7.25,9.75,5.4,,42.15,,,,20.0,19.65
23,1,56934,7.8,8.5,6.75,6.5,9.0,,,,9.0,N1,47.55,21.05,23.55,23.3,,25.3
