Nam,Tinh,SBD_New,Toan,NguVan,VatLy,HoaHoc,SinhHoc,LichSu,DiaLy,GDCD,NgoaiNgu,MaMonNgoaiNgu,TongDiem,KhoiA,KhoiA1,KhoiB,KhoiC,KhoiD
19,59,8057,7.2,6.5,4.0,5.5,5.75,,,,5.2,N1,34.15,16.7,16.4,18.45,,18.9
24,56,4710,7.0,8.0,7.5,8.25,7.0,,,,6.4,N1,44.15,22.75,20.9,22.25,,21.4
24,28,21154,8.0,6.5,7.5,8.5,5.25,,,,3.8,N1,39.55,24.0,19.3,21.75,,18.3
24,4,8008,7.0,4.5,6.75,8.0,4.0,,,,7.6,N1,37.85,21.75,21.35,19.0,,19.1
24,35,3760,6.4,6.25,,,,5.5,7.25,7.5,4.6,N1,37.5,,,,19.0,17.25
23,3,21418,7.4,7.0,,,,7.75,6.25,10.0,6.6,N1,45.0,,,,21.0,21.0
17,48,21246,8.4,6.0,6.0,7.25,5.75,,,,4.4,,37.8,21.65,18.8,21.4,,18.8
18,26,2466,6.2,6.0,6.25,6.5,4.25,,,,4.0,,33.2,18.95,16.45,16.95,,16.2
19,46,482,7.2,6.0,6.5,7.5,5.25,,,,4.4,N1,36.85,21.2,18.1,19.95,,17.6
21,17,4586,8.4,9.0,,,,7.0,8.5,9.75,9.4,,52.05,,,,24.5,26.8
20,1,48108,7.0,6.0,6.75,4.25,5.5,,,,3.2,N1,32.7,18.0,16.95,16.75,,16.2
19,1,15806,6.2,6.0,,,,2.25,6.25,7.5,6.0,N1,34.2,,,,14.5,18.2
23,43,10443,3.4,4.5,,,,5.5,4.5,,,,,,,,14.5,
23,42,12688,5.8,7.5,,,,4.75,5.75,7.75,4.6,N1,36.15,,,,18.0,17.9
19,19,7359,5.8,7.75,,,,5.75,8.25,7.75,3.2,N1,38.5,,,,21.75,16.75
19,6,7,5.0,4.5,,,,2.25,5.5,6.0,2.6,N1,25.85,,,,12.25,12.1
20,14,9780,4.0,6.5,,,,3.25,6.5,7.5,3.4,N1,31.15,,,,16.25,13.9
22,48,1539,8.4,7.5,7.75,7.75,4.75,,,,7.4,,43.55,23.9,23.55,20.9,,23.3
22,30,4170,6.4,6.5,,,,4.0,5.0,7.25,4.8,,33.95,,,,15.5,17.7
22,29,2427,3.6,7.25,,,,4.5,6.0,,,,,,,,17.75,
22,3,14663,5.4,8.25,,,,8.25,7.5,8.5,4.6,,42.5,,,,24.0,18.25
19,15,3430,5.2,5.25,,,,2.75,4.5,7.0,3.2,N1,27.9,,,,12.5,13.65
18,1,70197,3.0,3.25,,,,3.0,4.0,3.75,3.0,,20.0,,,,10.25,9.25
24,48,24075,7.0,7.5,,,,6.25,7.25,9.0,6.2,N1,43.2,,,,21.0,20.7
21,17,7808,7.2,6.75,,,,4.75,8.75,9.0,9.2,,45.65,,,,20.25,23.15
24,10,133,8.6,7.25,8.25,9.25,6.5,,,,7.0,N1,46.85,26.1,23.85,24.35,,22.85
22,54,13855,7.0,6.0,6.0,3.75,4.75,,,,5.2,,32.7,16.75,18.2,15.5,,18.2
17,25,3609,7.6,7.75,,,,5.0,7.0,9.0,7.6,,43.95,,,,19.75,22.95
24,29,155,7.6,9.0,,,,8.25,8.5,9.0,9.0,N1,51.35,,,,25.75,25.6
17,47,7670,5.0,6.75,5.5,5.75,5.25,,,,6.6,,34.85,16.25,17.1,16.0,,18.35
19,8,6187,6.6,4.75,,,,6.0,7.75,9.5,2.6,N1,37.2,,,,18.5,13.95
18,35,11063,3.0,2.75,,,,3.25,4.0,4.5,1.8,,19.3,,,,10.0,7.55
18,25,532,8.0,6.75,5.25,7.25,6.5,,,,6.8,,40.55,20.5,20.05,21.75,,21.55
22,58,6461,6.2,6.25,,,,3.5,5.5,6.75,2.8,,31.0,,,,15.25,15.25
21,53,11216,4.6,5.75,,,,3.25,6.5,7.5,3.4,,31.0,,,,15.5,13.75
23,8,7660,7.0,8.75,,,,7.5,8.25,9.75,4.4,N1,45.65,,,,24.5,20.15
22,33,9939,6.4,5.75,,,,6.75,7.0,8.0,2.6,,36.5,,,,19.5,14.75
20,37,13913,5.6,7.25,,,,3.0,5.75,6.5,4.4,N1,32.5,,,,16.0,17.25
22,1,62251,6.2,6.0,,,,4.75,7.25,7.75,4.0,,35.95,,,,18.0,16.2
23,1,79965,7.8,7.25,7.0,7.5,4.5,,,,3.4,N1,37.45,22.3,18.2,19.8,,18.45
24,17,7182,6.8,7.75,,,,5.0,5.75,7.75,6.4,N1,39.45,,,,18.5,20.95
23,2,5987,5.6,6.5,,,,7.0,5.5,8.5,5.2,N1,38.3,,,,19.0,17.3
20,3,10064,7.6,6.0,7.5,3.75,6.5,,,,4.0,N1,35.35,18.85,19.1,17.85,,17.6
20,58,5887,6.0,7.5,,,,6.0,7.75,8.5,3.6,N1,39.35,,,,21.25,17.1
17,57,6,3.4,5.5,3.25,2.5,5.0,,,,4.6,,24.25,9.15,11.25,10.9,,13.5
24,50,13668,6.2,6.67,,,,5.25,7.5,9.25,4.4,N1,39.27,,,,19.42,17.27
20,17,3374,7.2,8.5,,,,5.25,6.0,8.75,5.0,N1,40.7,,,,19.75,20.7
22,18,14971,6.2,6.25,,,,6.5,7.5,9.0,2.2,,37.65,,,,20.25,14.65
18,2,52075,3.8,4.5,,,,4.25,7.25,8.5,4.0,,32.3,,,,16.0,12.3
24,2,61441,6.2,5.5,,,,8.25,9.5,,,,,,,,23.25,
18,51,11296,4.0,7.5,,,,3.5,4.75,8.25,3.2,,31.2,,,,15.75,14.7
22,2,6253,6.6,7.75,,,,5.0,4.5,9.25,5.8,,38.9,,,,17.25,20.15
23,42,12989,7.2,6.75,,,,6.5,5.5,8.5,5.4,N1,39.85,,,,18.75,19.35
17,63,2551,4.4,6.0,,,,5.25,9.0,8.5,4.0,,37.15,,,,20.25,14.4
18,2,68040,5.2,8.25,,,,6.25,7.25,9.25,6.8,,43.0,,,,21.75,20.25
21,25,15692,8.4,7.5,7.25,8.0,5.5,,,,8.8,,45.45,23.65,24.45,21.9,,24.7
17,48,9497,4.4,5.5,,,,4.0,5.75,8.0,3.2,,30.85,,,,15.25,13.1
17,25,15584,7.0,5.0,,,,6.75,7.0,8.0,4.0,,37.75,,,,18.75,16.0
24,3,12216,7.2,8.5,,,,7.25,8.25,8.0,4.8,N1,44.0,,,,24.0,20.5
17,3,6542,7.8,5.5,7.0,8.0,4.25,,,,6.8,,39.35,22.8,21.6,20.05,,20.1
23,3,10078,7.4,7.0,4.75,6.25,6.5,,,,7.0,N1,38.9,18.4,19.15,20.15,,21.4
24,55,4819,6.8,7.0,5.75,7.25,8.0,,,,7.0,N1,41.8,19.8,19.55,22.05,,20.8
22,56,10941,7.6,7.75,,,,,,,8.2,,,,,,,23.55
21,44,9406,7.8,6.5,5.25,7.25,6.0,,,,7.0,,39.8,20.3,20.05,21.05,,21.3
18,9,2986,4.6,6.5,,,,6.0,6.25,6.75,1.8,,31.9,,,,18.75,12.9
18,30,10316,4.4,6.5,,,,3.25,6.5,6.75,3.0,,30.4,,,,16.25,13.9
22,28,1552,,8.75,,,,10.0,9.75,,,,,,,,28.5,
21,28,35119,2.2,4.75,,,,4.25,4.5,,,,,,,,13.5,
18,48,11790,6.4,7.25,4.0,4.0,4.25,,,,7.0,,32.9,14.4,17.4,14.65,,20.65
24,2,77310,7.0,5.75,,,,7.5,9.0,8.25,5.8,N1,43.3,,,,22.25,18.55
21,40,17956,9.0,7.5,9.0,6.25,5.75,,,,9.6,,47.1,24.25,27.6,21.0,,26.1
23,58,2073,7.2,7.5,,,,6.75,8.0,8.5,6.0,N1,43.95,,,,22.25,20.7
18,41,7587,3.2,5.25,4.0,3.75,5.75,,,,3.6,,25.55,10.95,10.8,12.7,,12.05
23,28,1313,6.8,7.25,8.5,5.25,5.5,,,,7.8,N1,41.1,20.55,23.1,17.55,,21.85
20,19,1899,6.0,6.5,,,,5.75,8.0,8.5,4.0,N1,38.75,,,,20.25,16.5
18,24,3757,7.2,8.5,,,,4.5,6.5,8.75,6.6,,42.05,,,,19.5,22.3
24,28,37459,7.0,8.5,5.5,4.5,3.25,,,,5.6,N1,34.35,17.0,18.1,14.75,,21.1
23,29,13114,5.2,6.0,,,,5.5,7.0,7.5,3.6,N1,34.8,,,,18.5,14.8
19,24,1759,6.6,7.25,,,,5.25,7.0,7.5,5.6,N1,39.2,,,,19.5,19.45
17,51,9821,4.6,5.5,,,,5.75,6.5,8.25,4.0,,34.6,,,,17.75,14.1
21,53,13486,7.4,3.75,,,,2.25,6.0,7.75,2.8,,29.95,,,,12.0,13.95
19,1,69129,7.8,4.25,6.75,6.0,3.5,,,,7.8,N1,36.1,20.55,22.35,17.3,,19.85
17,33,5159,7.6,6.5,6.75,8.25,4.75,,,,5.4,,39.25,22.6,19.75,20.6,,19.5
20,33,9287,8.0,8.5,,,,9.0,8.75,9.5,5.8,N1,49.55,,,,26.25,22.3
23,1,19797,6.2,8.25,,,,5.5,5.0,7.75,6.4,N1,39.1,,,,18.75,20.85
19,47,6336,4.0,5.0,,,,4.5,7.75,9.0,3.8,N1,34.05,,,,17.25,12.8
19,33,3082,,3.25,,,,4.75,4.75,,,,,,,,12.75,
19,59,6354,4.8,6.25,4.0,3.5,3.75,,,,2.4,N1,24.7,12.3,11.2,12.05,,13.45
23,1,47936,8.4,7.25,5.5,7.25,9.0,,,,6.6,N1,44.0,21.15,20.5,24.65,,22.25
20,37,10445,8.6,7.0,7.25,6.5,6.0,,,,5.4,N1,40.75,22.35,21.25,21.1,,21.0
22,1,55847,9.0,6.0,8.25,5.75,6.0,,,,9.2,,44.2,23.0,26.45,20.75,,24.2
18,61,1836,4.6,3.75,,,,3.0,4.5,7.75,3.0,,26.6,,,,11.25,11.35
23,47,10937,7.6,6.25,5.75,6.0,7.75,,,,5.0,N1,38.35,19.35,18.35,21.35,,18.85
20,26,8757,4.0,7.75,,,,9.0,5.5,9.25,3.0,N1,38.5,,,,22.25,14.75
24,1,59574,8.6,7.5,5.25,7.25,8.25,,,,7.0,N1,43.85,21.1,20.85,24.1,,23.1
22,4,10650,7.6,7.75,,,,7.75,7.25,9.5,7.2,,47.05,,,,22.75,22.55
19,56,5831,7.4,6.0,6.5,5.5,5.5,,,,4.8,N1,35.7,19.4,18.7,18.4,,18.2
20,12,10960,4.0,7.25,,,,3.75,7.0,7.5,3.4,N1,32.9,,,,18.0,14.65
24,43,3044,5.0,5.25,,,,6.0,6.5,8.25,4.0,N1,35.0,,,,17.75,14.25
19,54,11072,4.4,6.0,,,,2.25,6.75,6.75,3.4,N1,29.55,,,,15.0,13.8
17,1,59888,6.0,7.0,4.0,5.0,2.25,,,,1.8,,26.05,15.0,11.8,13.25,,14.8
21,2,17633,6.2,5.75,,,,3.0,6.25,8.25,3.0,,32.45,,,,15.0,14.95
23,1,71958,7.2,7.25,,,,6.75,5.75,8.75,5.8,N1,41.5,,,,19.75,20.25
17,4,1166,3.8,2.75,2.0,4.0,3.5,3.75,6.5,7.25,4.4,,28.45,9.8,10.2,11.3,13.0,10.95
19,12,3392,3.4,2.25,,,,2.75,4.0,,3.2,N1,,,,,9.0,8.85
22,51,4088,7.6,8.25,,,,9.25,7.5,8.75,5.4,,46.75,,,,25.0,21.25
20,21,15253,8.0,6.0,,,,6.0,7.25,7.5,3.0,N1,37.75,,,,19.25,17.0
22,1,58005,5.6,5.5,,,,4.0,6.5,6.5,5.4,,33.5,,,,16.0,16.5
18,40,10264,2.2,2.0,,,,1.25,2.0,3.75,2.8,,14.0,,,,5.25,7.0
19,38,5762,4.4,3.0,,,,2.5,4.5,3.25,2.2,N1,19.85,,,,10.0,9.6
18,58,1494,3.4,5.0,,,,2.5,4.0,7.0,5.4,,27.3,,,,11.5,13.8
22,1,88429,5.4,8.5,,,,9.25,8.75,8.75,3.0,,43.65,,,,26.5,16.9
18,2,68854,5.6,,5.25,5.25,,,,,,,,16.1,,,,
19,28,34014,3.8,6.0,,,,9.0,9.0,8.75,3.8,N1,40.35,,,,24.0,13.6
21,39,2018,7.8,4.5,,,,2.25,4.0,7.75,1.8,,28.1,,,,10.75,14.1
22,58,8763,5.2,5.5,,,,5.0,4.75,6.25,2.6,,29.3,,,,15.25,13.3
24,29,11582,4.2,6.5,,,,5.75,5.75,6.0,6.8,N1,35.0,,,,18.0,17.5
20,34,15334,3.8,6.0,,,,3.5,4.75,5.25,2.8,N1,26.1,,,,14.25,12.6
23,10,393,8.8,7.0,8.25,9.0,7.25,,,,7.6,N1,47.9,26.05,24.65,25.05,,23.4
22,51,15205,8.2,7.0,7.5,6.75,6.75,,,,6.6,,42.8,22.45,22.3,21.7,,21.8
24,28,17537,8.4,7.25,8.5,8.75,6.25,,,,7.4,N1,46.55,25.65,24.3,23.4,,23.05
20,2,18646,6.6,7.0,5.75,6.75,4.75,,,,7.4,N1,38.25,19.1,19.75,18.1,,21.0
23,1,59060,8.6,7.5,8.25,9.0,6.5,,,,8.2,N1,48.05,25.85,25.05,24.1,,24.3
23,49,3564,6.8,5.0,5.25,5.5,7.0,,,,,,,17.55,,19.3,,
24,26,18552,7.6,8.25,7.5,7.5,7.75,,,,6.0,N1,44.6,22.6,21.1,22.85,,21.85
24,2,30453,6.4,6.75,3.25,6.25,7.0,,,,5.2,N1,34.85,15.9,14.85,19.65,,18.35
17,28,10564,1.6,6.25,,,,5.75,6.5,8.5,4.6,,33.2,,,,18.5,12.45
17,44,477,10.0,6.75,4.0,9.25,10.0,,,,6.2,,46.2,23.25,20.2,29.25,,22.95
24,26,11816,6.2,6.75,,,,7.0,7.75,,,,,,,,21.5,
18,1,30383,6.8,7.5,,,,4.5,4.75,7.0,3.6,,34.15,,,,16.75,17.9
22,56,6755,8.0,7.75,8.0,7.5,6.75,,,,7.2,,45.2,23.5,23.2,22.25,,22.95
22,29,29268,5.4,8.0,,,,6.75,5.25,8.75,2.8,,36.95,,,,20.0,16.2
17,16,10143,3.0,3.5,,,,2.75,5.25,,,,,,,,11.5,
17,18,10349,8.0,8.25,,,,5.25,7.5,9.75,6.6,,45.35,,,,21.0,22.85
20,2,36529,7.0,7.5,7.25,6.5,5.25,,,,5.6,N1,39.1,20.75,19.85,18.75,,20.1
17,2,53922,8.0,3.75,7.0,6.5,5.75,,,,8.0,,39.0,21.5,23.0,20.25,,19.75
23,29,16457,6.6,6.5,,,,6.5,5.75,8.5,5.6,N1,39.45,,,,18.75,18.7
18,40,15358,4.4,5.0,3.25,4.75,4.5,,,,2.8,,24.7,12.4,10.45,13.65,,12.2
20,28,24283,3.6,7.5,,,,9.25,8.75,9.0,2.2,N1,40.3,,,,25.5,13.3
21,36,2146,5.4,5.5,,,,7.5,7.5,8.75,4.6,,39.25,,,,20.5,15.5
18,37,6269,6.4,3.0,3.0,6.5,3.75,,,,5.0,,27.65,15.9,14.4,16.65,,14.4
23,64,2058,6.8,6.75,,,,5.75,7.0,8.5,5.4,N1,40.2,,,,19.5,18.95
17,1,20617,6.8,6.0,6.75,2.0,4.0,3.25,5.5,6.5,9.2,,37.25,15.55,22.75,12.8,14.75,22.0
23,2,1854,8.0,7.5,7.25,7.25,7.0,,,,9.0,N1,46.0,22.5,24.25,22.25,,24.5
24,38,8940,5.8,7.25,,,,8.75,7.25,8.75,5.6,N1,43.4,,,,23.25,18.65
19,38,5401,5.6,6.75,,,,3.0,5.75,6.5,3.6,N1,31.2,,,,15.5,15.95
22,53,10669,5.8,4.5,,,,4.75,4.5,6.75,3.8,,30.1,,,,13.75,14.1
20,48,9633,6.6,5.25,4.25,4.25,4.5,,,,5.6,N1,30.45,15.1,16.45,15.35,,17.45
19,29,4253,3.6,7.5,,,,4.75,7.0,7.5,3.6,N1,33.95,,,,19.25,14.7
23,15,2251,7.2,6.0,,,,7.75,7.5,,,,,,,,21.25,
19,8,2489,3.2,2.75,,,,2.5,3.25,6.0,2.6,N1,20.3,,,,8.5,8.55
20,56,3812,7.4,5.0,7.25,5.75,7.0,,,,3.4,N1,35.8,20.4,18.05,20.15,,15.8
24,40,14251,7.4,5.75,4.25,7.25,7.75,,,,6.4,N1,38.8,18.9,18.05,22.4,,19.55
22,34,2304,7.4,6.75,,,,8.0,7.75,8.25,8.2,,46.35,,,,22.5,22.35
17,2,31203,8.4,3.75,7.5,3.75,4.5,,,,7.0,,34.9,19.65,22.9,16.65,,19.15
22,26,5056,6.0,5.0,5.75,4.5,4.75,,,,3.8,,29.8,16.25,15.55,15.25,,14.8
17,10,1671,3.0,5.25,,,,3.75,5.25,6.75,3.4,,27.4,,,,14.25,11.65
23,2,66904,7.2,4.75,5.0,8.25,6.5,,,,5.8,N1,37.5,20.45,18.0,21.95,,17.75
24,37,16204,6.2,6.5,,,,6.25,6.0,9.0,4.4,N1,38.35,,,,18.75,17.1
21,43,6043,4.8,6.5,,,,4.25,6.25,9.75,5.0,,36.55,,,,17.0,16.3
19,56,7543,6.2,6.0,5.25,6.5,4.5,,,,3.0,N1,31.45,17.95,14.45,17.2,,15.2
22,17,4379,7.0,7.5,,,,7.75,7.75,9.5,4.2,,43.7,,,,23.0,18.7
23,1,26019,8.0,6.25,4.25,6.25,5.75,,,,5.8,N1,36.3,18.5,18.05,20.0,,20.05
23,55,4261,4.2,6.0,4.5,5.0,5.25,,,,2.4,N1,27.35,13.7,11.1,14.45,,12.6
23,1,19746,8.2,9.0,,,,5.0,6.0,7.75,8.8,N1,44.75,,,,20.0,26.0
18,18,8602,7.0,6.75,,,,4.0,6.0,8.0,7.0,,38.75,,,,16.75,20.75
23,30,14718,4.8,4.75,,,,6.75,6.5,,,,,,,,18.0,
17,2,3271,6.4,5.5,4.25,4.75,4.25,,,,6.8,,31.95,15.4,17.45,15.4,,18.7
22,3,3543,7.6,6.75,8.0,7.75,6.25,,,,6.2,,42.55,23.35,21.8,21.6,,20.55
18,28,24393,6.6,9.0,4.5,4.25,6.0,,,,8.8,,39.15,15.35,19.9,16.85,,24.4
22,47,3927,7.6,7.75,6.25,6.5,3.0,,,,4.6,,35.7,20.35,18.45,17.1,,19.95
18,1,22420,5.8,3.5,,,,4.75,5.0,7.75,3.8,,30.6,,,,13.25,13.1
19,37,4659,5.8,6.25,,,,4.25,7.5,7.0,3.4,N1,34.2,,,,18.0,15.45
21,29,5963,8.0,8.5,7.75,8.75,3.25,,,,4.8,,41.05,24.5,20.6,20.0,,21.3
20,21,5435,8.0,,8.0,7.25,,,,,,,,23.25,,,,
21,53,2108,8.0,4.25,7.75,4.75,5.0,,,,7.8,,37.55,20.5,23.55,17.75,,20.05
24,50,900,8.0,8.25,,,,6.75,9.25,9.0,8.0,N1,49.25,,,,24.25,24.25
24,18,21517,5.4,6.75,,,,4.75,7.25,9.25,5.4,N1,38.8,,,,18.75,17.55
20,19,2577,6.6,4.25,,,,3.5,6.5,7.5,4.2,N1,32.55,,,,14.25,15.05
19,18,938,4.2,6.5,,,,3.5,5.75,8.0,2.8,N1,30.75,,,,15.75,13.5
24,51,9328,5.0,6.75,,,,4.75,5.5,7.0,4.4,N1,33.4,,,,17.0,16.15
17,42,8605,3.0,5.75,,,,5.25,7.25,8.25,3.4,,32.9,,,,18.25,12.15
22,56,8646,8.6,7.75,7.25,9.0,8.75,,,,5.8,,47.15,24.85,21.65,26.35,,22.15
22,25,3051,,6.25,,,,9.5,9.25,,,,,,,,25.0,
19,21,6764,6.6,8.0,,,,5.75,6.25,9.0,4.2,N1,39.8,,,,20.0,18.8
18,48,20730,3.4,4.75,,,,1.75,5.25,8.5,2.8,,26.45,,,,11.75,10.95
19,2,64767,5.6,5.25,2.75,4.25,2.75,,,,3.6,,24.2,12.6,11.9,12.6,,14.4
22,23,1242,5.2,8.0,,,,8.5,9.0,8.75,5.2,,44.65,,,,25.5,18.4
22,29,18985,3.4,4.75,,,,4.25,6.5,8.0,3.8,,30.7,,,,15.5,11.95
18,50,4964,5.8,7.25,5.25,7.25,6.25,,,,4.4,,36.2,18.3,15.45,19.3,,17.45
24,2,76135,6.0,7.25,,,,7.0,7.5,8.75,7.4,N1,43.9,,,,21.75,20.65
22,21,4855,5.4,5.0,,,,5.5,6.0,,,,,,,,16.5,
22,41,13519,3.2,4.75,,,,7.0,5.5,,,,,,,,17.25,
19,60,4529,5.4,7.0,,,,3.5,5.0,7.0,4.8,N1,32.7,,,,15.5,17.2
20,30,13839,9.2,8.75,,,,5.5,5.75,7.5,6.8,N1,43.5,,,,20.0,24.75
22,16,12983,8.0,7.0,,,,7.75,6.25,9.25,4.4,,42.65,,,,21.0,19.4
24,21,20820,7.2,8.5,,,,6.5,6.75,7.75,4.6,N1,41.3,,,,21.75,20.3
24,10,3345,4.6,5.5,,,,6.0,4.25,5.25,2.2,N1,27.8,,,,15.75,12.3
23,3,316,6.8,7.75,,,,4.25,6.0,6.75,4.4,N1,35.95,,,,18.0,18.95
18,28,25849,5.2,5.5,,,,4.75,6.0,8.5,3.2,,33.15,,,,16.25,13.9
17,56,6756,2.4,5.75,,,,3.25,5.0,7.75,4.8,,28.95,,,,14.0,12.95
23,25,2756,6.4,9.0,,,,5.0,6.25,9.0,4.8,N1,40.45,,,,20.25,20.2
23,54,5489,7.4,7.75,,,,8.5,6.5,8.75,6.4,N1,45.3,,,,22.75,21.55
18,50,5231,3.0,6.08,3.5,3.0,4.25,,,,3.0,,22.83,9.5,9.5,10.25,,12.08
24,41,6979,8.2,8.5,8.0,8.25,6.5,,,,7.6,N1,47.05,24.45,23.8,22.95,,24.3
17,8,400,7.4,5.0,5.75,5.0,8.0,,,,4.2,,35.35,18.15,17.35,20.4,,16.6
19,1,5331,8.4,7.5,,,,3.75,6.0,6.75,6.8,N1,39.2,,,,17.25,22.7
22,3,7080,6.6,8.5,,,,7.75,8.25,8.75,6.0,,45.85,,,,24.5,21.1
22,42,6741,5.0,5.25,,,,5.25,6.5,8.0,3.8,,33.8,,,,17.0,14.05
20,38,11544,7.8,5.5,,,,5.75,8.25,8.75,3.4,N1,39.45,,,,19.5,16.7
23,51,16669,6.2,7.0,,,,6.25,5.75,9.25,4.6,N1,39.05,,,,19.0,17.8
24,48,28947,6.4,7.5,,,,4.5,6.5,7.5,3.0,N1,35.4,,,,18.5,16.9
24,1,79213,5.2,6.0,,,,6.75,4.5,,,,,,,,17.25,
18,19,1655,4.4,6.25,,,,2.75,6.5,7.75,2.8,,30.45,,,,15.5,13.45
21,59,3887,4.2,7.0,,,,3.75,6.5,8.25,3.4,,33.1,,,,17.25,14.6
22,31,8080,,7.0,,,,8.5,8.0,,,,,,,,23.5,
24,28,22883,5.6,8.0,,,,7.25,7.0,8.0,4.0,N1,39.85,,,,22.25,17.6
23,30,9000,7.6,8.75,7.5,8.75,5.0,,,,5.4,N1,43.0,23.85,20.5,21.35,,21.75
24,1,20273,8.0,7.5,8.5,3.75,5.25,,,,9.0,N1,42.0,20.25,25.5,17.0,,24.5
18,9,938,3.0,5.25,,,,2.5,3.0,5.25,3.0,,22.0,,,,10.75,11.25
22,4,9951,5.4,8.5,,,,9.75,9.0,9.0,4.4,,46.05,,,,27.25,18.3
17,6,3267,5.2,4.5,3.25,4.0,4.5,4.75,7.0,8.25,2.4,,32.1,12.45,10.85,13.7,16.25,12.1
20,2,67357,8.4,5.75,,,,4.25,7.5,7.5,6.4,N1,39.8,,,,17.5,20.55
17,4,5170,6.8,5.0,6.0,6.0,2.75,,,,4.0,,30.55,18.8,16.8,15.55,,15.8
22,56,2800,4.4,3.0,,,,3.75,5.25,5.5,2.8,,24.7,,,,12.0,10.2
22,19,12608,8.2,7.25,8.5,8.25,4.0,,,,4.8,,41.0,24.95,21.5,20.45,,20.25
24,17,6709,8.0,9.0,,,,9.0,9.5,9.0,6.2,N1,50.7,,,,27.5,23.2
21,40,19154,8.8,5.0,8.25,4.5,4.25,,,,6.6,,37.4,21.55,23.65,17.55,,20.4
18,22,10542,3.0,6.25,,,,4.5,6.25,8.25,3.4,,31.65,,,,17.0,12.65
21,48,12468,6.4,5.0,,,,7.25,7.5,,,,,,,,19.75,
17,49,9088,5.6,7.0,4.75,3.75,4.75,3.5,5.75,7.0,3.8,,32.65,14.1,14.15,14.1,16.25,16.4
20,16,6978,8.8,7.25,8.75,9.0,6.0,,,,4.4,N1,44.2,26.55,21.95,23.8,,20.45
20,3,720,8.6,6.75,8.0,8.0,8.0,,,,4.6,N1,43.95,24.6,21.2,24.6,,19.95
19,49,10362,4.8,5.5,1.5,4.0,2.75,,,,3.2,N1,21.75,10.3,9.5,11.55,,13.5
19,55,1201,5.4,6.75,,,,5.0,6.5,7.25,6.8,N1,37.7,,,,18.25,18.95
22,1,56773,7.2,6.5,,,,8.0,5.75,9.0,4.4,,40.85,,,,20.25,18.1
24,3,2299,6.8,8.0,5.0,4.25,5.25,,,,2.6,N1,31.9,16.05,14.4,16.3,,17.4
21,28,37531,7.4,8.75,,,,4.0,6.5,9.25,6.4,,42.3,,,,19.25,22.55
18,2,10953,7.4,5.5,8.0,5.75,3.5,,,,9.8,,39.95,21.15,25.2,16.65,,22.7
19,54,7555,5.0,6.0,,,,5.25,7.25,8.75,2.0,N1,34.25,,,,18.5,13.0
23,47,5213,8.0,8.25,8.0,7.75,7.5,,,,9.0,N1,48.5,23.75,25.0,23.25,,25.25
18,48,386,7.6,4.0,7.25,5.0,5.75,,,,8.4,,38.0,19.85,23.25,18.35,,20.0
22,15,12006,5.8,4.0,,,,5.5,5.5,7.5,1.8,,30.1,,,,15.0,11.6
24,13,1167,7.8,7.0,5.25,7.25,7.75,,,,5.4,N1,40.45,20.3,18.45,22.8,,20.2
22,64,68,5.8,5.75,,,,5.5,5.5,7.5,3.2,,33.25,,,,16.75,14.75
17,26,16249,6.2,5.5,4.75,5.5,5.5,,,,4.0,,31.45,16.45,14.95,17.2,,15.7
23,1,45626,6.8,7.0,,,,5.75,4.75,8.25,3.0,N1,35.55,,,,17.5,16.8
18,2,40630,6.4,7.25,4.25,3.25,3.75,,,,7.4,,32.3,13.9,18.05,13.4,,21.05
23,28,26144,5.8,8.0,,,,7.5,7.0,7.5,5.6,N1,41.4,,,,22.5,19.4
24,61,5006,7.4,6.0,7.5,8.0,5.75,,,,6.0,N1,40.65,22.9,20.9,21.15,,19.4
24,1,46785,8.4,7.75,8.5,4.5,5.75,,,,6.2,N1,41.1,21.4,23.1,18.65,,22.35
20,54,11092,5.8,7.25,,,,4.25,6.5,8.5,3.8,N1,36.1,,,,18.0,16.85
18,27,2277,4.0,5.0,,,,3.5,5.0,7.0,2.6,,27.1,,,,13.5,11.6
20,46,7248,6.2,6.0,,,,6.5,6.75,8.75,5.0,N1,39.2,,,,19.25,17.2
18,4,5738,7.2,3.25,5.75,5.25,6.25,,,,4.4,,32.1,18.2,17.35,18.7,,14.85
22,60,617,6.6,6.25,5.5,4.75,5.0,,,,7.8,,35.9,16.85,19.9,16.35,,20.65
21,12,13763,7.8,7.25,6.5,6.0,7.0,,,,7.4,,41.95,20.3,21.7,20.8,,22.45
21,1,16644,8.2,8.0,,,,3.75,5.0,7.5,7.4,,39.85,,,,16.75,23.6
20,40,13821,3.4,4.5,,,,4.0,5.75,6.0,2.4,N1,26.05,,,,14.25,10.3
20,56,993,8.2,7.5,6.25,5.25,7.0,,,,6.2,N1,40.4,19.7,20.65,20.45,,21.9
23,2,7132,6.2,3.75,,,,4.25,3.25,6.75,2.6,N1,26.8,,,,11.25,12.55
18,48,1463,4.2,5.75,,,,3.0,5.75,,,,,,,,14.5,
20,52,8371,9.8,7.25,7.5,8.0,8.0,,,,6.0,N1,46.55,25.3,23.3,25.8,,23.05
18,12,7974,4.0,7.0,,,,3.5,6.0,8.25,2.4,,31.15,,,,16.5,13.4
24,30,4657,6.6,8.25,,,,8.5,9.5,9.25,6.0,N1,48.1,,,,26.25,20.85
